18
1,7,6,2,3,5,7,5,5,4,2,1,5,7,5,5,7,6
1,12,11,14,10,3,13,5,5,5,14,2,2,11,6,1,14,10
2,3,14,10,11,13,5,7,5,4,10,9,15,12,10,1,14,10
10,10,10,10,10,1,5,13,7,4,10,3,13,5,15,6,10,10
10,10,10,11,14,1,7,5,13,4,9,15,5,6,10,9,15,14
9,12,10,10,10,2,11,7,5,7,5,13,5,12,10,3,12,10
3,5,15,14,10,11,12,8,1,15,5,5,7,6,9,13,4,10
10,2,10,11,14,9,7,4,1,15,6,3,13,13,5,5,6,10
11,14,10,10,11,5,15,4,3,14,8,9,6,1,5,5,14,10
10,11,15,12,8,1,13,4,9,12,2,1,14,1,7,5,12,10
10,10,11,7,7,5,5,5,5,6,11,7,12,1,15,5,5,12
10,10,8,11,13,5,5,7,5,13,13,15,5,5,15,5,5,4
10,8,1,13,5,7,5,15,5,5,4,11,5,7,13,5,5,6
11,7,4,2,1,14,2,10,2,3,6,10,2,9,7,5,4,10
10,10,2,11,5,14,10,10,10,10,10,10,10,3,13,7,4,10
10,10,11,14,1,14,11,14,11,14,10,10,11,15,6,11,7,14
10,11,14,10,2,10,10,10,10,10,9,15,14,10,10,10,10,10
8,8,8,8,9,13,12,9,12,8,1,12,8,8,8,8,8,8
