18
1,6,3,5,5,5,7,5,6,3,5,7,5,5,5,5,7,6
3,15,14,3,5,5,13,5,15,12,1,14,3,5,5,7,13,12
10,10,11,15,5,7,5,5,12,1,5,14,11,5,5,13,5,6
10,8,10,10,1,13,5,7,6,2,2,10,9,5,7,5,5,14
10,3,14,11,5,5,7,12,8,9,15,13,5,5,13,5,6,10
9,14,10,11,7,6,10,2,3,5,13,4,2,1,5,7,14,10
3,12,11,15,14,11,14,11,15,5,4,3,14,2,1,14,11,14
9,4,8,10,8,8,11,12,9,5,6,10,9,15,5,12,8,10
1,7,5,12,3,6,11,4,3,6,11,15,5,13,5,5,5,14
1,13,7,6,10,9,13,5,13,12,10,10,3,4,3,5,5,12
1,7,12,11,15,7,7,5,6,3,12,10,9,7,15,5,5,4
2,9,6,8,10,8,8,3,12,10,3,13,5,12,9,5,7,6
10,3,14,2,11,7,4,9,5,12,11,7,7,6,2,1,15,14
11,12,8,11,15,13,6,2,1,6,10,10,8,9,13,7,12,10
9,5,5,12,11,6,11,15,5,13,15,14,1,6,3,14,3,12
3,5,5,7,13,12,8,9,5,6,10,11,7,13,14,9,13,4
11,5,7,14,3,5,5,5,5,13,14,10,10,3,15,5,5,6
8,1,12,9,13,5,5,5,5,5,12,8,9,12,9,5,4,8
