18
1,7,5,5,5,4,3,5,5,5,6,2,2,3,6,2,1,6
1,15,5,6,2,3,13,5,7,4,11,14,10,10,10,11,5,14
1,13,7,15,14,10,3,5,15,6,10,11,13,12,9,12,3,14
3,4,10,11,14,10,8,1,14,8,8,11,5,4,2,3,14,10
10,2,11,14,11,13,7,4,9,6,2,9,7,5,12,10,11,14
11,14,10,10,11,7,15,4,3,15,14,1,13,7,6,10,8,10
10,8,10,11,14,10,11,5,12,10,11,7,6,10,10,9,6,10
9,5,12,10,8,10,11,6,1,12,10,10,9,12,11,7,12,8
2,2,3,14,2,11,14,8,3,6,10,10,3,6,11,15,7,6
9,15,12,9,15,14,11,7,13,12,10,10,10,8,10,10,10,10
2,10,3,6,10,8,8,9,5,7,15,14,11,5,15,12,10,8
10,10,10,10,10,3,5,4,3,12,8,9,13,5,14,3,15,4
11,14,10,10,11,15,7,5,13,5,5,7,5,7,14,10,10,2
10,10,10,11,14,11,15,7,7,4,2,11,6,10,10,10,10,10
10,9,12,8,8,10,8,8,9,5,13,12,10,10,11,12,10,10
11,7,7,5,5,13,7,5,6,2,3,5,15,14,11,5,15,14
10,8,9,5,5,5,15,6,11,13,13,4,10,10,9,6,10,8
9,5,5,5,5,5,13,13,12,1,5,5,12,9,5,12,9,4
