18
1,6,3,6,2,2,3,5,5,5,5,7,5,5,7,5,5,6
1,14,10,10,10,10,9,5,7,7,5,13,5,5,13,5,7,12
3,14,10,11,14,11,5,5,12,10,2,1,7,4,1,5,13,6
10,10,10,10,10,11,7,4,2,10,10,3,13,5,5,5,5,14
10,11,15,14,9,12,11,5,12,10,10,9,5,5,5,7,7,12
10,10,10,9,7,5,13,5,5,14,9,7,5,5,5,12,9,6
10,10,9,7,13,5,5,6,2,9,5,13,7,5,6,1,7,12
9,13,5,13,5,7,5,13,13,7,7,6,10,2,11,7,12,2
1,7,5,7,5,13,5,6,3,14,10,11,14,10,10,9,7,12
1,15,7,14,2,2,1,14,9,12,11,14,10,10,10,3,15,4
1,14,10,10,10,11,7,13,4,2,10,11,15,15,14,10,11,6
3,12,10,10,10,10,10,3,6,10,10,10,10,10,10,10,10,10
11,6,10,11,13,14,9,12,8,11,14,10,10,11,14,10,10,10
8,8,8,10,2,11,7,7,5,12,9,14,8,10,11,15,14,10
3,7,5,13,13,12,8,9,7,4,2,11,7,14,10,10,10,10
8,9,7,5,5,5,5,5,13,6,11,14,10,11,14,8,10,10
1,6,11,7,4,1,7,5,5,13,14,10,10,10,10,3,13,12
1,13,12,9,5,5,13,5,5,4,8,8,8,8,8,9,5,4
