18
1,5,5,5,7,5,7,5,5,5,4,1,7,5,7,5,5,4
3,7,7,5,13,5,13,7,5,5,5,7,13,5,14,1,5,6
10,10,10,2,3,6,3,14,1,6,3,12,3,7,13,5,5,14
10,11,13,13,12,8,8,11,7,13,14,2,10,9,4,1,5,14
10,11,5,5,7,5,5,14,9,7,13,15,15,5,5,5,5,14
10,8,1,5,13,7,6,10,3,12,2,10,9,5,6,3,4,10
11,5,6,3,7,13,13,13,15,4,11,13,7,5,14,11,7,14
9,6,10,10,9,7,7,5,13,6,9,6,11,5,14,8,10,10
1,12,11,12,3,12,11,6,3,14,3,14,10,1,13,5,12,10
3,7,15,5,15,4,8,10,9,12,11,14,10,1,5,7,7,14
10,8,8,1,15,4,3,14,2,2,10,10,10,3,7,14,11,14
11,7,7,7,15,4,10,10,9,14,10,11,14,8,8,8,8,10
10,8,10,8,9,5,14,10,3,14,10,10,11,7,7,5,6,10
11,6,10,2,3,4,10,9,12,9,15,15,12,8,8,1,14,10
10,11,15,15,15,4,11,7,5,5,14,10,3,5,6,2,10,10
10,10,10,10,11,6,10,9,5,4,10,10,10,1,12,11,14,10
10,10,10,10,10,9,14,3,7,7,14,11,15,5,5,14,9,12
8,9,12,8,9,4,8,8,8,8,8,8,9,5,5,13,5,4
