18
1,6,3,5,5,5,7,4,2,3,5,5,5,5,7,6,3,6
3,13,13,5,5,7,13,6,10,11,5,5,5,7,12,10,10,10
10,3,5,5,5,13,7,12,11,14,3,5,5,15,5,12,10,10
10,11,5,5,6,3,15,6,10,10,10,3,7,14,1,6,10,10
11,15,5,4,10,10,11,15,14,10,11,12,10,9,5,13,14,10
10,9,6,3,15,14,10,10,10,10,11,7,13,5,7,5,12,10
10,3,13,14,10,10,10,10,10,10,10,9,7,6,11,7,5,12
9,13,4,10,10,10,10,10,8,9,14,1,14,11,14,10,2,2
3,7,7,12,9,15,12,8,3,6,11,6,10,10,10,11,14,10
10,10,9,7,5,12,2,2,9,14,10,9,14,11,14,10,10,10
10,10,3,13,5,5,15,14,2,10,10,3,15,14,10,10,11,14
10,10,10,2,2,2,10,9,13,13,14,10,10,8,9,12,8,10
11,14,11,14,11,14,10,3,5,5,15,12,9,5,7,4,3,14
10,9,12,9,12,10,10,10,2,1,15,5,5,5,13,7,14,10
11,5,5,5,5,15,12,10,11,6,11,5,5,7,5,12,10,10
10,3,7,7,5,15,4,10,8,9,15,6,3,13,6,2,10,10
9,12,10,8,1,15,5,12,3,5,12,11,15,4,9,15,15,14
1,5,13,5,5,13,5,5,13,5,4,8,9,5,4,8,8,8
