18
1,5,5,5,6,3,5,5,4,1,5,6,3,5,5,7,4,2
1,7,5,5,12,11,6,3,5,5,5,13,15,4,3,13,5,12
3,15,7,7,6,10,10,10,1,6,2,1,13,5,15,5,5,6
10,10,8,8,9,12,11,14,3,15,15,7,5,5,15,5,5,12
10,11,7,4,1,6,10,11,14,8,10,9,7,7,13,5,5,4
11,14,9,6,3,12,10,8,11,4,8,1,15,15,5,5,5,6
10,10,3,14,9,6,10,3,13,5,7,5,12,8,1,7,5,12
10,10,10,10,3,15,14,11,5,5,13,5,5,6,2,10,3,4
10,10,10,9,14,8,9,12,3,6,2,2,3,15,15,14,11,6
9,15,13,5,15,5,5,6,11,12,9,15,13,14,10,11,14,8
3,13,6,3,15,7,5,15,13,5,5,15,6,10,10,10,9,4
9,6,10,10,8,10,3,13,5,5,7,12,10,11,14,11,5,4
3,12,10,10,3,12,11,6,1,7,15,6,10,10,10,10,1,6
9,6,9,14,9,6,10,11,7,12,10,10,10,8,9,13,7,12
1,15,6,10,3,13,12,10,9,5,14,11,13,5,5,5,15,6
1,12,11,13,13,6,3,14,3,6,11,14,3,5,5,5,12,10
3,7,12,3,7,13,14,10,8,10,10,10,11,7,6,3,6,10
8,9,4,8,9,4,8,9,5,12,8,8,8,8,9,12,8,8
