18
1,6,1,7,4,3,7,7,5,5,5,5,5,5,5,7,5,6
2,11,7,13,5,12,11,12,3,4,1,7,7,4,2,9,6,10
11,14,11,6,2,3,13,5,13,7,5,14,9,5,13,7,12,10
10,10,10,11,15,12,2,2,2,11,5,13,5,5,7,15,7,14
10,10,8,8,11,5,12,10,11,13,5,5,5,7,14,10,10,10
10,8,1,7,13,5,4,11,14,2,1,7,4,9,14,11,14,10
11,5,5,13,5,5,5,14,10,11,7,15,7,7,14,10,10,10
9,5,6,3,5,5,5,13,12,8,8,8,10,10,8,10,10,10
1,7,12,9,5,5,5,6,3,7,5,7,12,9,5,14,9,12
1,15,5,5,5,5,5,14,9,12,1,13,7,5,5,15,5,4
1,15,6,1,7,5,7,15,6,3,6,3,15,5,5,13,5,6
2,10,10,1,15,4,8,10,9,12,9,12,8,1,5,5,7,12
9,14,11,7,15,4,1,15,5,5,7,7,6,3,6,2,10,2
3,15,14,10,10,3,7,13,4,2,10,10,10,8,9,13,13,14
10,10,11,14,10,10,10,3,7,15,14,11,13,5,5,7,5,14
8,10,8,11,14,10,11,14,10,10,10,10,1,5,5,15,4,10
3,13,6,10,11,14,10,10,10,10,10,10,3,5,5,13,4,10
8,1,12,8,8,8,8,8,8,8,9,12,9,5,5,5,4,8
