18
1,5,7,4,2,2,2,3,6,3,4,1,6,1,5,7,5,4
1,6,10,3,13,13,13,14,9,15,6,3,12,1,5,13,7,4
2,10,10,10,3,6,1,15,4,10,10,11,4,2,1,7,13,6
9,15,15,14,10,11,5,13,4,10,9,15,6,11,5,12,1,12
1,12,8,10,10,10,2,3,4,9,6,10,11,15,7,5,5,6
1,7,5,13,12,10,10,9,6,3,13,14,11,12,10,1,5,14
3,13,5,5,5,15,14,3,12,11,4,8,10,2,11,7,5,12
9,5,7,5,4,8,11,13,5,13,6,2,10,10,10,11,6,2
2,2,11,7,5,5,13,4,3,6,11,13,15,14,10,10,11,14
10,11,15,13,5,5,5,6,9,13,14,2,8,11,12,8,8,10
11,14,9,7,7,5,5,13,7,5,13,15,5,13,7,7,7,14
10,11,7,13,13,5,7,4,11,5,5,13,7,4,10,8,10,8
10,8,9,5,7,5,15,6,10,3,7,5,15,4,10,3,14,2
11,7,5,5,15,5,12,11,15,14,10,2,9,6,10,11,15,14
10,9,5,5,13,6,2,10,10,10,10,9,5,15,15,14,10,10
10,1,7,5,5,14,9,14,10,11,15,7,6,10,10,10,10,10
10,3,13,5,4,10,2,11,15,14,10,8,9,13,12,10,8,10
8,9,5,5,4,9,13,12,8,8,8,1,5,5,5,12,1,12
