18
1,5,5,5,5,7,5,6,3,5,7,6,3,5,7,5,5,4
3,5,5,7,5,13,7,12,10,3,14,11,13,7,14,3,5,4
11,5,5,13,7,4,9,5,12,10,8,10,3,14,10,9,7,4
10,3,5,5,13,4,3,5,5,13,4,10,10,11,15,6,10,2
10,9,7,4,3,7,15,7,7,4,3,15,14,10,10,10,11,14
10,3,12,2,10,8,10,8,11,4,10,10,11,14,10,11,12,8
11,15,5,15,13,6,11,4,11,5,14,11,14,10,10,11,6,2
10,11,4,10,1,15,15,6,11,4,10,10,10,9,15,12,9,12
8,9,4,8,3,14,10,10,11,6,10,10,11,5,13,7,5,4
2,2,3,5,15,14,10,10,9,12,11,12,11,5,5,13,5,6
10,10,9,6,10,10,11,13,5,5,15,5,14,2,1,6,2,10
10,10,1,12,10,8,8,1,5,7,13,4,11,14,1,13,15,12
11,14,3,7,15,7,6,2,2,11,7,4,8,8,1,5,15,4
10,9,12,10,10,10,11,14,10,10,9,5,7,4,2,2,9,6
9,5,6,10,10,10,10,11,15,14,1,6,11,5,15,13,5,12
3,5,12,11,15,15,14,10,10,10,1,15,12,2,11,6,2,2
11,5,4,10,10,10,8,8,8,10,1,13,6,10,10,10,10,10
9,5,5,12,8,8,1,5,5,13,5,5,13,13,12,9,13,12
