18
1,6,3,5,5,7,5,4,3,6,2,2,2,2,3,5,7,4
2,10,9,7,5,12,2,2,10,11,14,10,11,15,13,4,11,4
10,10,2,11,7,7,15,14,10,10,11,14,8,10,1,6,9,6
11,14,9,12,10,8,8,9,14,8,8,11,5,14,1,14,3,12
10,9,5,5,13,7,5,6,9,5,7,14,1,12,2,11,15,6
11,5,7,7,6,10,1,15,5,7,13,13,5,6,10,10,10,10
10,2,10,10,10,10,3,14,1,13,7,5,6,10,10,10,11,14
10,10,10,10,10,10,10,10,1,5,13,6,10,10,11,14,10,10
10,9,14,10,11,15,14,10,3,6,3,12,11,14,10,11,14,10
10,3,14,8,10,10,10,10,9,13,15,4,10,11,12,8,8,8
11,14,9,5,13,13,15,14,2,1,13,7,15,13,7,5,5,4
10,10,3,5,5,5,12,10,10,3,5,12,9,5,15,5,7,6
10,11,14,2,2,3,7,14,10,11,7,5,5,5,13,7,14,10
11,14,11,14,10,8,8,10,11,14,11,6,3,6,1,14,10,10
10,10,10,11,14,3,5,13,12,9,14,9,14,11,7,12,10,8
10,10,10,10,10,9,5,6,3,4,10,3,12,10,11,4,10,2
10,9,12,8,11,7,6,10,11,7,15,13,4,8,9,6,11,14
9,5,4,1,12,8,9,13,12,8,9,5,5,5,5,12,8,8
