18
1,7,5,5,5,5,7,5,5,7,4,2,3,5,5,7,5,4
3,13,5,4,1,7,14,1,5,13,5,14,11,5,5,15,5,4
10,3,4,3,5,13,13,7,5,5,5,13,13,7,5,13,5,4
10,11,5,13,5,5,7,13,6,1,7,5,5,13,7,5,5,6
11,14,3,6,2,2,11,6,11,5,14,1,5,7,12,1,7,14
10,9,12,8,10,11,14,11,12,1,15,6,2,11,7,5,14,10
11,5,5,5,15,12,10,9,6,1,12,9,13,14,8,3,14,10
9,7,7,5,13,6,8,1,12,1,7,6,2,9,6,10,10,10
3,12,11,5,5,13,7,6,3,6,10,10,10,3,12,10,10,10
9,5,15,5,5,6,11,14,9,14,10,11,15,15,5,14,10,10
3,6,11,7,6,10,10,10,3,13,12,8,10,9,6,10,10,10
8,9,12,8,11,14,10,11,13,7,5,5,14,3,12,9,13,12
1,5,7,5,12,10,10,8,3,13,6,2,10,10,3,7,6,2
2,3,13,5,6,11,14,1,15,4,11,13,15,13,14,10,10,10
11,15,4,3,12,11,14,3,14,2,8,1,15,4,8,8,11,12
10,11,6,9,5,14,9,12,9,14,3,5,13,5,4,1,15,6
8,8,9,7,5,15,5,4,2,10,11,5,5,5,4,2,10,10
1,5,5,13,5,13,5,5,13,13,13,5,5,5,5,13,12,8
