18
1,5,5,5,5,7,7,5,6,2,3,5,5,5,7,4,1,6
2,2,3,5,5,13,13,6,9,14,11,7,5,5,13,6,1,14
10,10,10,3,7,5,5,15,5,13,12,9,6,1,5,13,5,14
10,9,15,12,11,7,5,13,5,7,5,5,13,5,7,7,5,12
11,7,13,4,10,9,5,5,5,13,7,5,5,5,12,9,7,6
10,10,1,5,15,4,2,2,3,5,13,5,5,5,5,5,14,10
9,15,5,7,13,4,11,15,13,7,5,6,3,5,7,5,13,12
1,14,1,13,7,5,12,10,3,13,6,10,9,5,13,7,5,6
1,14,1,5,13,5,6,10,11,6,11,14,1,5,5,13,7,14
3,13,7,6,3,7,14,10,9,12,10,11,7,5,5,7,12,10
10,2,10,10,10,10,10,11,5,5,14,10,9,7,6,11,6,10
11,14,10,11,14,10,10,9,5,6,8,11,7,14,8,8,8,10
10,9,13,14,10,10,10,3,5,13,5,12,8,10,2,3,4,10
10,3,4,10,10,11,15,13,5,5,7,5,6,11,13,13,5,12
10,11,6,10,10,8,8,1,5,5,14,3,14,11,7,5,5,4
11,14,8,11,13,5,7,7,5,5,15,12,8,10,10,1,7,4
10,9,5,13,7,4,10,9,5,5,13,6,3,14,11,7,15,6
9,5,5,5,13,5,13,5,5,5,5,13,13,12,8,8,8,8
