18
1,5,7,5,5,5,6,3,6,3,5,5,6,2,3,5,5,6
1,7,13,5,5,4,11,14,10,11,4,2,10,11,14,1,5,12
1,13,5,7,4,2,10,10,10,10,2,10,10,10,11,5,7,4
2,3,5,15,6,10,10,10,11,13,12,11,15,12,8,1,15,4
11,12,1,12,10,10,8,10,9,5,4,10,11,7,5,5,13,6
10,3,6,2,10,10,3,13,5,5,5,14,10,10,3,5,5,14
10,10,11,15,13,15,14,3,5,5,7,13,12,10,11,5,6,10
11,15,14,11,7,12,10,11,5,7,13,7,4,10,11,4,8,8
10,10,10,10,9,4,11,14,3,14,1,13,7,15,15,5,5,4
10,10,11,13,5,4,10,10,9,12,1,5,14,8,9,7,7,4
11,14,10,3,5,5,12,9,7,5,5,7,13,5,7,15,15,4
8,8,8,9,5,7,5,5,13,7,5,15,5,4,10,8,9,6
3,5,5,7,5,15,5,7,5,13,5,13,5,6,9,6,1,14
11,4,2,10,1,14,1,15,5,5,6,1,7,13,5,14,2,10
11,5,12,8,3,13,5,12,1,5,14,3,13,6,1,14,9,12
9,7,4,3,14,3,5,6,2,2,10,10,3,12,1,13,7,4
3,13,5,14,9,13,6,10,11,14,10,10,11,5,5,5,13,6
9,5,5,13,5,5,12,9,12,9,13,12,9,5,5,5,5,12
