18
1,7,6,3,5,5,6,2,3,5,5,5,7,5,5,7,7,6
3,12,9,13,5,4,11,15,13,6,3,6,11,7,5,12,8,8
9,5,7,5,5,5,13,14,1,15,14,10,9,14,2,2,2,2
2,3,15,7,5,5,5,13,5,14,10,11,5,15,13,13,13,14
11,12,10,9,7,5,5,7,4,8,10,10,1,14,3,7,7,12
10,2,10,3,14,3,5,13,5,5,14,10,3,12,10,8,9,4
10,11,14,10,10,9,5,7,5,4,10,10,11,4,11,5,6,2
10,8,8,11,14,3,7,13,5,7,14,10,10,2,11,4,10,10
10,3,7,14,10,10,11,4,3,14,10,11,13,15,15,4,10,10
11,14,10,10,11,14,10,2,9,12,11,14,1,14,11,4,11,14
10,10,10,10,11,14,11,13,5,7,13,13,7,12,10,2,8,10
10,8,10,9,14,8,9,5,6,10,2,3,13,6,9,13,5,14
10,3,14,3,12,3,7,6,10,10,11,14,3,12,1,5,5,14
10,10,10,11,5,12,10,11,13,14,10,8,9,5,5,7,5,12
10,10,10,11,5,7,14,11,7,14,10,3,6,1,5,13,5,6
11,12,8,8,1,14,10,10,10,10,11,14,9,5,7,5,5,12
11,5,5,7,5,12,11,14,10,10,10,11,7,7,13,5,5,4
9,5,5,13,5,4,8,8,8,9,12,8,9,13,5,5,5,4
