18
1,6,3,7,5,5,5,5,7,5,7,5,5,7,5,5,7,6
3,14,10,10,3,7,7,7,12,1,13,7,5,13,6,3,12,10
10,11,12,9,12,8,8,11,5,6,3,13,7,7,14,9,6,10
10,11,7,7,7,6,3,14,2,10,10,3,12,10,11,7,14,10
10,8,8,10,10,10,10,11,12,10,10,9,6,10,10,10,10,10
11,7,6,11,14,11,12,11,4,10,10,3,14,10,10,10,9,14
10,10,9,12,10,10,2,10,2,11,12,8,8,11,14,10,3,14
9,13,7,4,10,11,14,11,15,13,7,5,5,12,10,11,14,8
2,2,11,5,14,10,11,14,11,6,9,6,2,2,9,12,11,4
11,15,13,4,9,15,12,10,9,12,3,13,12,10,2,2,11,6
10,11,5,7,5,13,4,9,7,5,13,5,7,15,14,10,8,10
10,9,6,9,5,7,5,7,13,5,7,5,12,11,15,14,3,14
10,1,13,5,7,13,4,9,6,3,14,1,7,14,10,11,14,10
10,3,7,5,13,5,4,3,14,10,11,5,12,8,10,8,10,10
10,11,13,7,5,5,4,10,9,14,10,3,7,5,15,5,12,10
10,11,5,15,5,5,4,10,2,10,10,10,10,2,9,7,5,14
11,12,1,13,5,7,5,13,12,8,11,14,10,10,3,13,6,10
9,5,5,5,5,13,5,5,5,5,12,8,8,9,12,1,12,8
