18
1,6,1,5,5,5,7,5,5,5,5,7,5,6,3,4,2,2
3,13,5,5,5,7,13,5,4,1,6,9,6,11,13,7,14,10
10,1,6,1,7,13,5,5,6,1,13,7,12,8,3,12,9,12
10,1,15,7,13,7,5,5,12,3,5,13,7,5,13,5,5,4
10,1,14,11,5,15,5,5,4,11,4,1,13,5,7,5,5,6
9,7,12,11,7,15,5,5,5,13,6,3,5,5,13,7,4,10
3,13,6,8,9,13,6,3,6,2,11,15,5,5,5,13,4,10
9,7,15,5,5,4,9,14,9,13,14,9,5,5,5,7,5,14
3,13,15,5,5,5,6,11,7,6,9,7,5,5,5,15,4,8
10,3,13,7,5,5,12,10,9,12,1,13,5,7,5,13,4,2
10,10,1,13,7,5,6,9,7,5,5,5,5,13,7,5,4,10
8,10,3,5,13,4,11,5,14,3,5,5,4,1,14,3,5,14
2,10,10,2,3,6,9,6,10,10,3,7,5,7,13,13,4,10
11,14,11,15,15,14,3,12,9,15,12,9,5,15,5,5,6,10
8,11,12,8,10,11,15,7,5,13,5,5,6,10,1,6,10,10
1,15,7,6,10,10,10,8,3,5,5,5,13,13,5,14,11,14
3,12,10,8,10,9,13,5,13,7,5,5,6,1,5,14,10,10
9,4,9,5,12,1,5,5,5,13,5,5,13,5,5,12,8,8
