18
1,5,5,7,6,3,7,5,5,5,4,3,5,5,5,5,7,4
1,5,5,15,14,10,11,5,7,6,3,13,5,5,5,7,14,2
3,5,6,10,11,15,14,3,14,9,14,2,2,2,3,12,10,10
8,3,15,14,10,10,10,10,10,3,12,10,11,15,13,6,10,10
3,13,14,10,10,10,11,14,10,9,7,15,12,8,1,13,13,14
11,6,10,10,10,10,10,10,11,5,14,9,5,5,7,6,1,14
8,10,11,15,13,14,11,15,14,1,13,5,7,5,13,13,7,12
3,14,10,10,2,11,14,8,9,5,5,5,15,4,2,2,10,2
10,10,10,10,9,14,11,4,3,6,2,2,10,3,14,10,11,14
10,9,12,8,3,12,11,5,13,12,11,15,15,14,11,15,14,10
11,7,6,2,11,7,14,2,3,7,12,10,8,8,8,8,10,8
10,10,10,11,13,14,10,10,10,11,5,13,5,7,7,7,13,6
11,14,11,15,4,10,10,10,10,9,7,5,4,8,10,8,3,12
10,10,10,11,4,10,11,15,14,3,13,5,5,5,13,6,11,4
10,10,10,11,4,9,15,12,10,9,7,5,4,1,6,10,11,6
10,11,15,13,4,1,12,3,13,5,13,5,6,3,15,14,10,10
10,9,13,5,5,6,2,11,4,2,2,3,14,10,8,10,10,10
9,5,5,5,5,13,12,9,5,13,13,12,9,13,4,9,12,8
