18
1,6,1,7,7,5,7,5,7,5,5,5,5,6,2,3,5,4
1,14,2,10,9,7,13,7,13,5,5,5,6,10,11,13,5,6
3,12,11,14,3,13,5,13,7,5,6,1,14,9,12,1,7,12
9,6,8,11,15,5,5,5,15,5,13,5,13,7,7,7,14,2
1,13,7,12,11,6,2,2,11,6,1,7,7,14,10,8,8,10
3,7,15,4,8,9,13,13,14,8,3,14,10,9,13,5,7,12
10,11,13,5,5,7,5,5,13,5,14,10,11,4,2,2,11,6
11,15,5,7,5,13,7,5,5,4,10,11,14,2,10,10,10,10
10,10,1,13,5,6,11,7,7,6,10,10,11,15,13,12,11,14
10,9,7,5,4,8,10,10,9,12,10,10,10,9,7,5,14,10
10,1,14,2,3,6,10,11,7,5,13,15,14,3,13,6,10,10
10,3,15,13,12,9,12,10,11,5,5,12,9,13,6,10,10,8
10,10,9,6,3,5,5,12,11,5,6,3,6,1,12,8,9,6
10,10,1,13,15,5,5,5,15,6,10,10,10,3,5,4,2,10
10,11,7,7,15,5,4,1,14,10,11,14,10,10,2,3,14,10
10,10,8,8,9,7,4,3,12,11,14,10,10,9,13,14,11,12
11,14,1,5,5,15,5,15,4,10,10,11,15,5,7,12,11,4
8,8,1,5,5,13,4,9,4,8,9,12,8,1,13,4,9,4
