18
1,7,5,5,5,7,5,5,6,3,5,5,5,7,7,5,5,6
3,13,7,5,5,15,4,1,15,12,3,5,5,13,14,3,7,12
10,3,15,5,5,13,5,7,14,3,13,5,5,4,11,14,10,2
11,13,15,5,5,5,6,10,10,9,5,7,5,5,15,14,11,12
10,1,15,5,5,7,12,10,10,3,5,12,1,7,12,11,15,6
10,1,15,5,5,13,4,10,8,10,2,3,7,13,4,8,10,8
8,1,15,5,5,7,4,11,4,10,11,14,11,7,5,4,9,6
3,5,15,7,7,14,2,11,5,13,14,10,10,9,5,5,7,12
10,1,12,10,10,10,11,14,3,7,14,10,11,6,3,5,13,6
9,5,6,10,10,10,10,10,9,12,10,10,10,10,10,1,7,12
1,7,12,10,10,10,10,10,1,7,12,10,10,9,12,1,13,6
1,13,6,10,10,11,14,10,2,11,6,11,13,7,5,5,4,10
3,7,14,11,13,15,14,10,11,12,10,10,3,13,5,7,4,10
10,8,8,9,6,11,12,11,13,7,14,10,10,1,5,13,6,10
10,1,6,3,13,13,4,8,3,14,10,8,11,5,7,7,15,14
9,7,13,15,7,5,6,1,15,12,11,7,14,1,12,10,8,8
2,11,4,8,8,3,13,5,13,4,10,8,8,1,5,13,7,4
9,13,4,1,5,13,5,5,5,5,13,5,4,1,5,5,13,4
