18
1,7,4,1,7,5,4,1,5,7,5,4,2,3,6,3,6,2
2,11,4,3,13,5,4,1,5,15,5,5,15,12,9,12,10,10
11,13,7,15,5,5,5,7,5,13,5,5,15,5,5,6,11,14
11,4,10,9,5,5,7,13,7,5,4,3,13,5,4,10,10,10
11,4,11,5,5,5,13,6,9,5,7,13,5,6,2,10,10,10
11,7,15,5,5,7,5,13,4,1,14,2,3,13,13,13,15,12
10,10,10,2,2,9,5,7,4,2,10,11,14,1,5,5,15,4
10,10,11,15,14,2,3,13,5,13,15,14,10,3,7,5,13,4
11,14,10,10,10,11,13,7,7,6,10,10,10,10,9,5,7,4
10,10,10,10,10,10,3,12,9,12,10,10,11,14,1,5,13,6
10,11,15,14,11,12,11,5,7,7,14,11,14,10,1,7,5,14
9,14,10,11,14,3,13,4,8,10,10,10,10,10,2,11,4,10
3,12,9,12,11,12,3,5,5,13,15,12,9,15,13,13,7,14
11,5,5,5,13,5,15,5,5,6,11,6,3,15,4,3,12,10
9,7,5,4,3,5,13,5,5,14,10,10,10,9,7,13,6,10
3,12,2,2,11,5,5,5,5,14,10,10,8,3,12,3,12,8
11,4,10,11,15,4,1,7,5,13,12,10,3,14,2,9,5,6
9,5,13,12,9,4,1,13,5,5,4,9,12,9,12,1,5,12
