16
1,6,2,2,2,3,7,5,7,5,5,5,7,4,3,6
3,14,10,10,10,10,10,1,14,1,5,7,13,7,12,8
11,14,11,14,11,14,10,2,11,6,3,14,1,15,5,4
10,10,10,9,14,10,11,15,12,9,12,8,2,10,3,6
10,9,12,1,14,10,11,13,4,3,7,4,11,15,14,10
10,3,7,6,10,11,15,6,3,15,15,6,10,10,11,14
8,8,8,11,12,8,10,9,14,10,10,10,10,11,14,10
1,5,7,13,4,1,14,3,14,10,10,9,14,10,10,10
3,5,13,5,5,7,14,9,12,10,10,2,10,10,8,10
9,5,7,5,4,10,9,5,7,12,10,11,15,15,4,10
2,3,13,6,2,10,1,7,13,7,15,12,10,10,2,10
11,14,3,13,13,14,1,15,4,10,11,7,12,9,12,8
8,10,11,5,4,10,3,13,4,10,10,10,2,1,7,4
3,13,15,5,4,9,13,5,6,10,11,15,13,5,13,4
11,4,9,5,5,5,6,2,11,15,15,13,7,7,7,6
9,4,1,5,5,5,13,13,12,8,9,4,8,8,8,8
