16
1,7,5,5,5,7,5,5,7,4,3,5,5,7,5,4
2,10,2,2,2,11,5,4,9,7,13,5,7,13,5,4
9,15,13,14,11,15,5,4,3,13,7,5,13,5,5,6
1,13,6,10,10,11,6,2,11,6,11,7,5,4,1,12
1,5,14,10,10,10,9,12,8,8,9,14,3,5,6,2
3,7,12,11,14,11,7,5,5,5,7,13,12,1,13,14
10,10,3,14,11,12,11,5,5,7,15,5,5,5,7,12
10,9,14,11,14,2,10,3,6,10,9,7,5,5,15,4
10,3,12,10,10,10,10,9,14,10,1,15,6,1,14,2
11,15,4,10,10,11,15,7,14,10,3,14,10,1,14,10
10,11,6,10,11,12,8,8,9,14,10,10,10,3,15,14
10,10,11,15,15,6,3,7,4,10,10,11,15,14,10,10
11,15,14,10,8,11,14,9,6,10,10,10,10,10,10,10
8,10,10,8,3,12,10,1,15,14,10,10,11,14,10,10
1,14,11,6,11,4,8,1,12,11,15,15,12,10,10,10
1,12,8,8,9,5,5,5,5,12,9,13,4,9,13,12
