16
1,7,6,3,5,5,5,5,5,7,7,7,7,5,7,6
1,12,11,14,3,7,5,6,2,11,14,10,10,3,14,10
3,7,12,11,12,9,4,11,15,14,10,10,10,10,10,10
8,9,5,15,5,5,6,10,10,10,11,14,10,10,10,10
3,5,5,13,5,7,12,8,11,14,10,10,10,10,10,10
9,5,5,7,5,13,5,4,10,10,10,10,10,11,14,10
2,3,5,13,5,5,7,5,12,9,15,14,11,14,10,10
9,13,7,7,5,5,13,7,6,3,12,9,12,11,13,12
2,3,12,9,7,5,4,9,12,10,3,7,5,13,5,4
11,15,6,2,11,7,5,7,5,13,12,10,3,5,5,4
10,10,11,13,14,9,6,11,7,7,6,10,11,7,6,2
10,11,14,1,13,6,10,10,8,8,8,9,14,10,9,14
11,14,10,3,5,13,14,9,5,5,5,6,10,10,3,14
10,10,11,15,7,6,9,5,5,7,5,14,11,14,8,10
10,8,8,8,10,8,3,5,5,14,2,10,10,11,5,14
9,5,4,1,13,4,9,4,1,13,13,13,12,8,1,12
