16
1,6,2,2,2,3,5,5,7,5,5,7,5,5,5,4
2,11,15,15,12,10,3,6,11,7,5,13,7,5,5,6
11,14,10,11,7,15,15,14,8,9,7,5,13,7,4,10
10,10,10,10,10,11,14,11,5,5,15,5,4,11,6,10
10,10,9,15,14,10,10,10,1,5,15,5,4,8,8,10
10,11,6,10,11,14,10,9,7,4,10,3,5,7,4,10
9,14,8,10,10,10,10,1,13,7,15,14,2,11,7,14
1,15,4,8,10,8,9,7,6,10,10,10,9,12,10,10
1,15,6,2,9,7,4,9,12,10,11,14,3,7,12,10
1,14,10,10,3,13,5,5,5,14,10,10,11,15,5,14
3,14,8,10,11,6,2,1,7,12,10,8,8,10,2,10
10,11,7,15,12,9,13,5,15,6,9,7,4,11,14,10
10,10,10,10,2,3,5,5,12,8,3,15,4,10,8,10
10,10,10,10,11,14,3,5,6,2,8,11,4,11,5,12
11,14,11,14,10,10,10,3,14,11,5,13,5,13,7,4
8,8,8,9,12,9,12,8,9,13,5,5,5,5,13,4
