16
1,7,5,7,5,7,5,5,7,5,5,5,5,7,5,6
1,15,4,8,1,14,1,5,15,5,7,5,5,12,1,12
3,13,7,5,5,13,7,5,15,5,13,4,1,7,4,2
11,5,13,5,5,6,9,5,15,5,5,5,5,15,5,14
9,5,7,5,4,11,4,3,13,5,4,1,5,15,5,14
2,2,10,3,6,10,2,9,7,5,4,1,6,11,6,10
11,13,13,14,10,11,15,5,13,5,5,5,15,14,10,10
10,3,7,14,11,14,10,3,6,3,6,3,14,10,10,10
10,10,8,11,14,10,10,9,14,10,11,14,10,10,10,10
10,11,5,14,11,15,15,7,13,12,8,10,8,11,15,12
10,11,4,10,10,10,10,10,1,5,5,15,7,14,10,2
9,15,4,10,10,10,10,11,7,5,5,12,10,10,11,14
3,13,4,10,8,8,11,14,11,4,3,4,10,11,14,10
10,2,3,15,5,5,14,10,10,2,11,4,10,8,10,8
9,13,12,11,5,6,10,8,11,13,15,5,14,3,15,6
1,5,5,13,5,12,9,5,13,4,9,4,9,12,8,8
