16
1,6,3,7,5,5,5,5,6,1,7,5,5,5,5,6
2,10,11,14,2,2,3,4,11,5,13,5,6,3,7,12
10,11,14,10,11,13,13,5,15,4,2,1,13,12,9,6
11,14,10,9,13,7,5,5,15,7,14,2,2,2,3,12
10,10,11,7,7,13,5,5,12,8,11,14,10,11,14,2
11,14,10,10,9,7,5,5,5,4,10,10,11,14,10,10
10,10,10,10,3,13,5,5,5,7,14,9,12,10,9,12
11,15,15,12,9,5,4,3,6,10,10,3,6,10,1,6
10,11,13,5,5,7,4,9,13,15,14,10,10,9,5,14
10,10,2,3,5,15,5,5,5,12,10,10,10,1,7,12
10,10,11,14,3,13,5,7,5,6,11,14,11,5,13,6
10,10,8,9,14,2,3,15,5,14,8,8,10,1,5,12
10,10,3,7,14,10,8,10,2,10,3,5,13,4,2,2
9,13,14,8,8,10,3,12,10,10,9,7,5,4,11,14
2,2,11,5,7,15,15,6,11,15,7,15,5,5,12,8
9,13,12,1,12,8,8,8,8,8,9,13,5,5,5,4
