16
1,6,2,2,2,2,1,5,7,5,5,5,6,3,7,6
1,13,15,13,12,10,3,5,13,7,5,4,11,14,10,8
1,5,14,2,2,10,11,7,5,13,5,4,10,10,10,2
3,4,10,10,11,15,14,10,1,5,7,5,15,13,14,10
10,2,11,15,14,10,10,11,7,7,13,4,11,4,11,14
9,13,14,10,10,11,14,10,10,8,3,7,14,2,10,8
1,5,14,8,8,10,10,8,9,7,14,8,11,13,13,4
3,7,13,6,3,14,10,3,6,10,10,1,13,7,5,6
10,10,1,13,14,11,15,13,12,10,11,6,2,10,3,14
10,10,1,5,15,12,11,5,5,12,10,10,11,14,10,10
8,10,1,7,13,4,9,5,5,6,10,11,14,11,14,10
3,12,2,11,5,5,5,5,6,10,10,10,10,10,10,10
10,2,11,13,5,5,5,7,13,14,11,12,8,8,10,8
11,14,10,1,7,7,5,13,4,11,14,3,6,2,10,2
10,11,12,1,13,13,7,7,6,10,10,8,9,13,13,14
9,13,5,5,5,5,12,8,8,9,13,5,5,5,5,12
