16
1,6,3,5,6,1,7,5,5,7,5,5,5,5,5,6
3,12,11,6,10,3,13,7,6,9,7,5,5,7,5,12
10,2,10,8,10,10,2,10,10,3,15,5,5,13,7,4
10,11,15,7,14,11,14,8,11,12,9,7,5,5,13,6
11,14,8,10,11,14,10,3,14,1,5,13,5,5,7,14
8,9,5,12,11,13,14,11,15,5,7,5,5,7,12,10
2,3,7,7,14,2,11,14,8,3,13,4,3,13,4,10
11,14,10,10,11,14,10,11,6,11,5,5,13,5,6,10
10,10,10,10,10,10,10,9,12,11,5,6,2,3,14,10
10,10,11,15,14,10,9,5,7,13,4,10,11,14,9,12
10,11,14,10,10,9,7,5,13,7,4,9,12,11,5,6
9,12,8,8,11,5,14,3,6,10,1,5,7,13,4,10
1,7,5,5,12,2,10,10,10,10,1,7,13,5,4,10
1,13,5,7,4,10,10,10,11,14,1,13,5,5,6,10
1,7,6,10,2,11,15,14,10,10,3,4,1,5,15,14
1,12,9,13,13,12,8,8,8,9,13,5,5,5,12,8
