16
1,6,1,5,6,1,7,5,6,2,3,6,1,6,2,2
1,14,2,1,15,6,10,2,11,13,14,11,5,13,13,12
1,14,11,5,12,10,10,10,10,3,15,13,5,5,7,4
1,15,13,5,4,10,11,14,10,10,11,5,7,5,13,4
2,11,6,3,6,9,14,8,10,10,11,5,13,5,5,4
11,12,9,14,10,1,15,6,11,14,11,5,5,5,7,4
11,4,1,14,10,1,14,11,12,10,9,5,7,5,13,6
9,5,6,11,14,3,14,11,6,11,7,5,13,7,5,12
1,7,13,14,10,10,8,9,12,10,9,5,7,15,5,6
1,15,4,10,11,14,3,7,7,14,3,5,12,10,1,12
3,15,6,10,10,11,12,8,8,8,11,7,7,15,7,6
11,14,10,10,10,11,5,5,5,5,15,14,11,14,10,10
10,10,11,13,12,9,7,5,5,4,10,10,10,10,10,10
10,10,10,1,7,4,9,5,7,4,8,10,10,10,10,10
10,11,15,7,14,3,6,1,13,5,6,10,10,11,15,14
8,8,8,8,9,12,9,5,5,5,12,9,12,8,8,8
