16
1,7,5,7,5,5,5,7,5,7,5,7,7,6,2,2
1,15,6,11,6,2,2,10,1,13,6,8,8,9,15,12
1,14,9,12,9,14,10,10,1,7,12,1,5,7,14,2
3,13,5,7,5,13,14,10,2,9,6,1,5,14,10,10
9,6,3,13,7,5,13,14,10,3,12,2,3,15,14,10
2,10,10,1,15,5,4,9,13,13,7,13,14,10,10,10
10,11,12,1,13,5,7,5,5,7,14,1,14,10,11,14
10,11,7,5,5,5,14,3,6,10,10,3,13,14,11,14
11,14,9,7,4,1,15,13,12,10,10,10,2,10,10,10
11,14,1,15,4,1,15,5,7,14,10,11,14,10,10,10
8,10,3,13,6,1,14,1,12,10,11,14,11,13,12,8
2,10,10,3,13,5,12,3,5,15,14,10,9,7,5,4
11,12,10,9,5,5,6,9,6,11,14,10,3,15,6,2
10,2,10,3,5,7,13,5,12,10,10,9,12,8,9,14
9,15,14,9,7,13,5,5,4,11,13,5,5,7,5,12
1,12,9,5,13,5,5,5,5,13,5,5,5,13,5,4
