16
1,6,2,3,5,5,5,7,5,4,2,2,3,4,1,6
3,13,15,13,5,5,7,14,3,4,10,10,9,5,5,14
9,5,15,5,5,7,12,9,13,4,11,14,1,5,5,14
2,1,14,3,5,13,4,2,2,2,10,11,6,3,6,10
10,3,12,9,5,5,7,15,13,13,14,8,9,12,11,12
9,13,6,3,5,7,14,11,7,5,13,5,7,5,13,4
1,5,15,13,6,10,11,12,9,5,7,7,13,5,5,6
2,3,14,3,14,10,10,3,6,2,10,10,2,2,1,14
10,10,10,8,11,14,10,9,14,11,14,11,14,10,3,12
11,12,8,3,12,10,9,6,10,8,10,10,10,11,15,4
11,7,4,9,4,9,5,15,15,6,11,14,11,14,9,6
10,9,6,1,7,4,1,14,10,11,12,8,10,8,1,14
10,1,14,1,15,5,7,12,8,9,5,5,15,5,5,14
10,3,14,3,13,4,10,2,1,7,5,5,15,5,5,12
10,10,10,9,5,7,15,14,1,15,5,5,15,5,7,6
9,12,9,5,5,12,8,9,5,13,5,5,13,5,12,8
