16
1,7,7,7,5,6,3,6,2,2,2,1,6,1,7,4
2,10,8,11,6,11,14,11,14,9,14,3,12,2,11,6
9,12,3,14,8,10,8,8,11,7,13,15,7,15,14,10
3,6,10,10,1,15,5,6,10,11,4,10,10,10,10,10
10,10,10,10,1,15,4,11,14,9,4,8,10,10,8,10
10,9,12,11,7,14,2,8,11,5,5,5,14,10,2,10
10,3,7,14,8,9,15,5,15,6,3,6,9,13,13,12
11,14,10,10,1,7,12,3,14,11,15,13,5,7,5,4
10,8,11,14,1,13,6,9,12,10,9,5,7,13,5,6
10,2,8,11,5,5,13,5,6,11,7,7,15,7,6,10
11,14,3,14,3,4,2,3,13,14,10,10,10,8,11,14
10,9,12,8,11,5,15,15,4,10,10,10,9,6,10,10
9,5,6,1,13,5,14,9,6,8,8,10,1,12,10,10
1,5,14,2,3,5,15,5,15,5,5,15,5,4,10,10
1,7,12,9,14,1,13,4,9,7,5,15,5,4,10,10
1,13,5,5,12,1,5,5,5,12,1,13,5,5,13,12
