16
1,7,5,5,5,7,5,5,5,6,2,3,6,3,4,2
3,15,5,7,5,13,5,7,7,15,14,10,10,11,4,10
10,9,5,13,5,7,4,10,10,10,10,10,10,9,6,10
10,3,5,5,4,11,4,10,10,10,10,10,11,5,14,10
11,14,3,7,7,15,7,14,10,10,9,12,8,1,13,12
10,9,14,8,8,10,8,10,10,9,5,7,5,5,5,6
8,1,13,5,6,9,6,9,13,7,7,14,2,2,2,10
1,5,7,6,10,3,12,3,6,10,11,15,12,11,14,10
2,3,14,11,13,15,4,9,14,10,10,10,2,10,11,14
10,10,8,10,3,13,5,5,15,12,8,10,10,10,10,10
10,10,2,11,14,3,7,7,15,7,4,9,15,12,8,8
10,11,15,14,10,10,8,10,8,9,4,3,13,5,4,2
9,14,8,8,11,14,2,10,3,6,1,13,5,7,5,14
2,10,3,7,14,11,14,10,10,10,3,7,5,13,4,8
11,13,14,10,10,10,10,11,12,11,15,13,5,5,7,4
9,4,8,8,8,8,9,13,4,8,9,5,5,5,13,4
