16
1,5,5,7,7,6,3,5,5,7,7,5,5,5,5,6
3,6,3,14,10,9,13,6,1,13,13,7,7,7,6,10
10,10,10,10,8,3,5,12,1,5,7,12,10,10,8,10
10,11,14,11,6,11,7,7,7,7,15,4,10,9,6,10
10,8,8,8,10,8,8,10,10,10,11,5,15,7,13,14
11,5,6,2,10,2,2,10,10,10,11,6,10,11,4,10
10,2,11,14,11,14,11,13,12,8,8,10,8,9,7,14
9,12,8,10,10,11,15,7,6,3,5,14,2,2,10,10
1,5,5,14,10,10,8,9,12,10,3,15,14,11,14,10
3,5,5,13,14,11,5,5,4,10,10,10,10,11,14,10
11,5,5,6,10,9,5,5,4,10,10,11,14,10,11,14
8,1,5,15,13,5,7,7,7,15,14,10,10,11,14,10
2,2,3,13,4,2,10,10,8,8,10,8,9,14,10,10
9,15,13,5,5,15,13,13,5,5,15,5,5,12,10,10
3,13,7,5,5,13,7,5,5,5,15,5,7,6,10,10
9,5,13,5,5,5,13,5,5,5,13,5,13,12,8,8
