16
1,7,7,5,5,5,5,6,3,7,5,5,5,5,5,6
2,11,13,7,5,5,5,13,14,11,5,5,7,4,3,12
10,10,3,13,5,5,4,3,14,10,3,7,13,5,13,4
11,14,9,7,5,5,6,10,10,10,10,11,6,3,7,6
10,10,1,15,5,4,8,10,11,15,15,14,9,12,10,10
10,11,5,13,7,5,4,10,10,10,10,9,5,4,8,10
10,11,5,4,9,7,5,12,8,8,11,5,5,5,7,12
10,11,5,6,2,9,6,3,6,1,13,7,5,5,13,6
10,10,1,15,15,7,12,11,12,1,7,13,5,5,7,12
10,10,3,12,11,13,5,15,5,5,13,5,7,5,13,6
11,14,11,6,10,3,7,13,5,5,5,6,10,2,3,14
10,11,14,9,14,10,11,7,7,6,3,13,13,13,12,10
10,10,10,1,12,10,10,8,10,8,9,5,4,2,1,14
10,9,13,5,5,15,13,7,13,5,7,5,4,10,1,14
10,1,5,7,5,14,3,13,7,5,13,7,4,10,3,12
9,5,5,13,4,8,9,5,13,5,5,13,5,13,13,4
