16
1,7,7,7,6,3,7,5,7,5,5,5,7,7,7,6
1,14,8,8,11,14,10,3,15,5,7,4,8,8,8,10
1,15,5,4,10,10,8,10,10,1,13,5,5,5,6,10
2,11,6,3,14,11,4,10,11,6,3,5,5,5,13,14
10,10,10,10,10,10,2,10,10,9,13,7,5,5,5,12
10,11,15,14,10,11,13,15,14,3,5,13,7,5,5,4
10,10,10,9,15,13,6,8,8,11,5,7,13,5,5,6
11,14,11,5,13,5,14,3,6,10,3,13,5,7,5,12
10,10,8,1,5,5,14,9,14,10,11,5,5,13,5,6
10,10,3,5,5,5,13,7,15,12,10,3,5,5,7,14
10,9,15,5,5,7,5,12,11,7,15,15,7,6,10,10
11,5,13,5,4,9,7,4,10,10,10,10,10,10,10,10
10,2,2,2,2,1,15,6,10,9,14,10,10,10,10,10
11,15,15,14,11,7,12,8,11,7,12,11,14,10,10,10
8,10,8,9,12,9,5,7,14,11,6,10,11,14,11,14
1,13,5,5,4,1,5,13,12,8,8,8,8,8,8,8
