16
1,5,6,2,1,7,5,5,5,5,5,6,2,2,3,6
3,7,15,14,3,14,1,6,3,5,5,13,13,15,12,8
10,10,8,11,14,11,7,13,13,5,5,7,5,13,5,6
10,9,4,10,10,10,11,5,7,5,5,12,1,7,5,14
10,3,7,14,10,10,9,6,11,6,2,2,3,15,4,10
10,10,8,11,15,14,2,11,14,10,10,11,14,11,5,14
10,10,3,14,10,11,15,12,10,9,15,12,10,10,2,10
11,15,14,10,10,10,10,3,14,1,13,7,14,9,14,10
10,10,11,14,10,10,10,9,12,3,7,12,11,5,12,10
10,10,10,11,15,15,13,7,5,14,11,6,8,1,5,12
10,10,10,10,10,10,3,13,4,8,11,15,5,5,4,2
10,10,8,10,8,8,9,5,6,2,10,9,5,6,2,10
11,14,2,10,3,6,3,6,11,14,10,1,5,14,11,14
10,10,10,11,12,9,12,9,12,11,12,2,3,12,10,10
11,14,11,13,5,5,7,5,7,13,5,13,13,5,12,10
8,8,8,1,5,5,13,4,9,5,4,1,5,5,5,12
