16
1,7,5,5,7,5,5,7,5,5,5,5,5,5,7,4
1,13,5,7,13,6,3,15,6,2,3,5,7,5,13,6
2,3,5,13,5,13,14,10,11,15,14,1,13,4,3,12
11,15,4,2,2,2,10,11,14,8,9,7,7,5,14,2
10,10,3,14,9,14,10,10,9,4,3,13,14,2,11,14
8,9,12,9,7,13,12,8,1,5,15,4,10,10,10,10
3,5,5,5,13,7,5,6,1,7,14,2,10,11,14,10
11,5,5,5,5,14,2,11,6,10,10,10,10,8,10,8
10,2,2,3,6,11,14,9,12,10,8,10,11,7,13,4
11,13,13,14,11,14,11,7,7,13,5,13,15,13,5,6
10,2,2,10,10,10,10,8,9,5,6,3,15,7,6,10
11,12,10,10,10,10,10,2,3,4,10,10,10,8,10,10
10,3,14,10,10,10,10,11,13,6,11,14,9,6,11,14
11,12,11,15,14,11,14,10,3,14,10,10,1,14,8,10
9,4,10,8,10,10,9,12,8,10,10,8,3,12,1,12
1,5,13,4,8,8,1,5,5,13,13,5,13,5,5,4
