16
1,5,7,4,2,2,1,7,6,3,6,3,5,7,4,2
3,7,12,2,10,10,1,14,10,10,11,15,4,9,5,12
10,11,5,15,14,10,2,10,11,12,11,15,5,5,5,4
10,9,4,8,9,15,13,14,10,1,13,13,7,5,5,6
11,6,3,7,5,13,7,12,8,1,5,5,15,5,5,14
11,14,10,9,7,5,12,1,6,3,5,5,13,5,6,10
10,10,10,1,13,5,5,5,13,13,5,5,5,7,13,14
10,11,14,3,5,7,4,3,7,5,7,6,2,11,4,10
10,10,11,12,1,13,4,9,12,3,12,9,13,13,6,10
10,10,11,6,3,7,6,2,3,12,3,5,5,5,14,8
9,14,11,15,14,10,11,15,13,7,15,5,7,5,14,2
3,12,10,11,14,10,10,10,1,14,10,1,13,6,10,10
11,4,10,10,11,14,10,8,1,14,10,3,5,12,9,12
10,3,14,10,10,10,10,3,7,12,10,11,5,5,5,6
9,14,8,8,10,10,10,8,9,5,12,9,7,4,1,14
1,13,5,4,8,9,13,5,5,5,5,5,13,4,1,12
