16
1,5,7,5,5,7,5,4,3,5,6,3,7,4,2,2
1,7,13,5,5,13,7,6,10,2,11,12,11,4,9,14
1,13,6,2,1,5,14,9,13,14,8,1,15,7,7,12
1,5,15,14,3,7,14,2,3,13,7,5,14,8,9,4
3,5,12,11,12,10,10,9,14,1,13,5,13,5,5,6
10,3,4,10,3,12,9,7,15,7,7,5,5,5,7,12
9,15,4,8,9,5,6,8,8,10,11,5,7,5,15,4
2,11,5,5,5,7,12,3,6,11,14,2,10,2,9,6
11,15,7,6,3,13,5,13,12,10,10,10,10,10,3,12
10,10,10,9,13,6,3,5,7,14,10,9,15,12,11,4
10,10,11,6,2,11,12,3,14,10,8,1,13,4,10,2
8,10,10,10,10,10,2,10,9,15,5,5,4,3,12,10
2,11,14,11,14,11,14,10,1,13,5,7,4,11,5,14
10,10,11,12,10,10,11,14,1,5,5,15,4,11,6,10
11,14,10,1,13,12,8,11,6,2,3,15,7,12,10,10
8,8,8,1,5,5,5,12,9,13,12,8,8,1,12,8
