16
1,7,5,7,5,5,7,5,5,7,5,5,5,5,5,4
1,15,4,8,3,5,14,1,5,15,5,5,6,3,5,6
3,13,7,4,11,7,14,2,2,10,3,5,13,13,6,8
11,4,11,7,14,10,10,11,15,14,9,5,7,5,15,4
9,6,8,8,10,10,11,14,10,10,2,2,11,4,10,2
3,14,3,6,10,10,8,10,8,9,13,14,9,7,14,10
10,11,12,9,14,8,1,13,5,6,2,11,7,14,11,12
10,10,2,3,13,6,3,7,6,10,10,10,10,10,11,6
10,10,10,9,6,10,10,9,12,11,15,14,10,10,11,14
10,11,13,7,14,10,11,6,1,14,10,10,10,11,14,10
11,15,4,10,8,11,12,9,7,12,10,10,10,10,10,10
10,9,6,11,7,13,6,2,10,2,11,13,15,14,10,10
11,7,12,8,10,1,12,10,11,15,14,1,15,12,8,8
10,11,7,6,11,5,7,13,12,10,11,7,13,5,5,4
10,10,10,11,15,4,10,3,5,12,11,13,5,7,5,4
8,8,8,8,9,4,8,9,5,4,9,5,5,13,5,4
