16
1,5,7,7,7,6,3,5,5,5,7,4,1,7,5,4
2,3,14,10,8,9,13,7,5,5,15,5,5,13,5,6
11,12,8,10,2,2,2,11,7,5,13,7,5,5,5,14
11,7,6,11,14,10,11,14,10,1,5,14,3,7,7,14
8,10,8,10,10,10,10,8,8,1,7,12,10,10,10,8
3,14,3,14,11,14,10,3,5,6,9,6,10,8,9,6
10,10,10,10,10,11,14,8,1,15,5,15,14,1,5,12
10,10,10,11,15,15,15,7,6,10,1,15,13,5,7,6
10,9,12,8,10,8,10,9,12,8,1,15,5,7,12,10
11,7,7,5,13,4,11,6,2,3,5,13,4,9,6,10
10,8,9,7,5,4,8,9,13,15,5,7,6,1,14,10
10,3,6,9,7,5,5,5,6,11,5,14,10,3,13,14
10,10,11,7,13,5,5,7,12,9,6,11,12,9,4,10
10,10,10,11,5,5,7,13,4,3,12,10,1,6,2,10
10,10,10,10,1,5,15,7,5,13,6,10,2,10,10,10
9,12,8,9,5,5,12,9,4,1,12,8,9,13,13,12
