16
1,6,1,7,6,1,7,5,4,3,5,5,5,5,5,6
3,14,3,15,14,1,13,5,6,9,7,7,5,7,6,10
10,11,14,10,11,6,3,6,11,5,14,10,1,12,10,10
10,10,10,8,10,10,10,10,10,1,14,10,2,2,10,10
10,10,11,4,10,11,14,9,12,1,12,9,13,14,10,10
8,9,13,6,10,10,11,4,2,3,6,2,3,13,14,10
1,7,5,12,10,10,11,5,13,12,11,13,13,6,9,12
1,13,5,6,9,13,14,3,6,1,13,5,7,15,5,6
1,5,7,13,5,7,14,9,14,3,5,7,12,9,4,8
1,5,15,7,7,14,11,6,9,12,3,13,5,5,7,6
3,7,14,8,10,10,8,9,5,5,15,5,5,5,12,10
10,10,10,3,14,10,2,2,2,3,15,5,5,5,5,14
10,11,14,8,8,11,14,11,15,13,13,7,5,4,2,10
10,10,9,6,2,10,11,12,11,5,5,13,7,6,11,14
10,10,1,14,11,12,10,1,13,5,7,5,13,13,14,10
9,12,1,13,13,4,9,5,5,5,13,5,5,4,8,8
