16
1,7,5,4,1,7,5,5,5,5,5,7,5,4,1,6
1,13,5,5,7,13,6,1,5,5,7,13,5,5,5,14
1,5,7,5,13,4,11,5,5,5,13,7,5,5,5,12
3,7,12,3,7,4,10,3,5,5,5,15,5,5,5,4
10,9,7,13,15,7,14,9,5,7,5,13,6,3,6,2
10,2,10,2,8,8,11,5,5,15,5,5,14,10,11,14
11,14,10,10,2,1,15,5,7,13,7,6,11,12,10,8
10,11,14,10,9,7,12,3,14,3,12,10,10,3,14,2
10,10,10,10,2,9,6,9,12,11,6,10,8,8,9,14
8,8,9,15,13,5,15,4,1,15,15,14,1,7,5,12
3,5,5,13,4,3,13,4,3,12,10,11,5,15,5,4
10,3,5,5,7,15,5,5,15,4,10,9,5,13,7,4
11,12,1,5,12,9,7,6,9,6,10,1,5,5,15,6
9,5,7,5,4,1,14,11,5,14,9,5,5,5,14,10
3,7,13,5,6,1,12,10,3,14,3,5,5,5,13,14
8,8,1,5,13,5,5,12,8,9,13,5,5,5,5,12
