16
1,7,5,5,5,5,7,5,7,5,7,5,5,4,2,2
1,13,5,7,5,7,13,5,13,5,13,7,5,4,10,10
3,5,5,15,5,13,5,5,6,3,5,13,5,5,14,10
11,7,4,9,5,5,7,5,15,13,5,7,5,5,13,14
11,13,5,5,5,5,14,2,10,3,5,13,7,5,5,14
9,5,5,7,4,3,15,14,10,10,2,2,11,5,4,10
1,5,5,13,6,10,10,8,8,11,15,13,13,7,5,12
1,7,5,5,15,14,11,7,6,11,15,7,6,9,5,6
2,10,3,5,12,11,14,9,12,10,8,10,8,3,7,14
11,13,14,3,5,14,11,6,1,14,2,11,6,10,8,10
10,2,11,13,4,10,8,9,7,12,10,10,10,11,6,10
11,14,10,1,5,13,5,7,13,7,13,12,9,14,11,14
10,10,10,1,7,5,7,12,2,10,2,2,2,10,10,10
8,9,14,3,12,1,13,5,15,15,13,13,13,12,10,10
3,6,11,15,5,5,5,5,14,9,5,7,5,7,15,12
8,9,12,9,5,5,4,1,12,1,5,13,4,8,9,4
